ucc,multiplier,year,ucc_source
BEERNA,1,2006,G
200511,1,2006,D
200512,1,2006,D
200513,1,2006,D
200514,1,2006,D
200515,1,2006,D
200516,1,2006,D
WINE,1,2006,G
200521,1,2006,D
200522,1,2006,D
200523,1,2006,D
200524,1,2006,D
200525,1,2006,D
200526,1,2006,D
OTHALC,1,2006,G
200531,1,2006,D
200532,1,2006,D
200533,1,2006,D
200534,1,2006,D
200535,1,2006,D
200536,1,2006,D
200900,1,2006,I
HOUSIN,1,2006,G
SHELTE,1,2006,G
OWNDWE,1,2006,G
OWNMOR,1,2006,G
220311,1,2006,I
220313,1,2006,I
880110,1,2006,I
220321,1,2006,I
220211,1,2006,I
OWNEXP,1,2006,G
220121,1,2006,I
210901,1,2006,I
OWNREP,1,2006,G
230112,1,2006,I
230113,1,2006,I
230114,1,2006,I
230115,1,2006,I
230151,1,2006,I
230122,1,2006,I
230142,1,2006,I
OWNREP,1,2006,G
240112,1,2006,I
240122,1,2006,I
240312,1,2006,I
240322,1,2006,I
320622,1,2006,I
240213,1,2006,I
240212,1,2006,I
240222,1,2006,I
320632,1,2006,I
OWNMIS,1,2006,G
320612,1,2006,I
990930,1,2006,I
OWNMNA,1,2006,G
230901,1,2006,I
340911,1,2006,I
220901,1,2006,I
RNTDWE,1,2006,G
210110,1,2006,I
800710,1,2006,I
RNTEXP,1,2006,G
350110,1,2006,I
RNTREP,1,2006,G
230150,1,2006,I
230121,1,2006,I
230141,1,2006,I
RNTREP,1,2006,G
240111,1,2006,I
240121,1,2006,I
240211,1,2006,I
240221,1,2006,I
240311,1,2006,I
240321,1,2006,I
RNTMIS,1,2006,G
320611,1,2006,I
990920,1,2006,I
790690,1,2006,I
320621,1,2006,I
320631,1,2006,I
OTHLOD,1,2006,G
OWVHOM,1,2006,G
OWNVMO,1,2006,G
220312,1,2006,I
220314,1,2006,I
880310,1,2006,I
220322,1,2006,I
220212,1,2006,I
OWVEXP,1,2006,G
220122,1,2006,I
210902,1,2006,I
OWVREP,1,2006,G
230152,1,2006,I
230123,1,2006,I
OWVREP,1,2006,G
240113,1,2006,I
240123,1,2006,I
240214,1,2006,I
240223,1,2006,I
240313,1,2006,I
240323,1,2006,I
OWVMIS,1,2006,G
320613,1,2006,I
990940,1,2006,I
320623,1,2006,I
320633,1,2006,I
OWVMNA,1,2006,G
230902,1,2006,I
340912,1,2006,I
220902,1,2006,I
210310,1,2006,I
210210,1,2006,I
UTILS,1,2006,G
NATRLG,1,2006,G
260211,1,2006,I
260212,1,2006,I
260213,1,2006,I
260214,1,2006,I
ELECTR,1,2006,G
260111,1,2006,I
260112,1,2006,I
260113,1,2006,I
260114,1,2006,I
OTHRFU,1,2006,G
FUELOI,1,2006,G
250111,1,2006,I
250112,1,2006,I
250113,1,2006,I
250114,1,2006,I
CLWDOT,1,2006,G
250911,1,2006,I
250912,1,2006,I
250913,1,2006,I
250914,1,2006,I
COAL,1,2006,I
250221,1,2006,I
250222,1,2006,I
250223,1,2006,I
250224,1,2006,I
WOOD,1,2006,I
250901,1,2006,I
250902,1,2006,I
250903,1,2006,I
250904,1,2006,I
BOTTLG,1,2006,G
250211,1,2006,I
250212,1,2006,I
250213,1,2006,I
250214,1,2006,I
PHONE,1,2006,G
270101,1,2006,I
270102,1,2006,I
270103,1,2006,I
270104,1,2006,I
WATER,1,2006,G
SEWER,1,2006,G
270211,1,2006,I
270212,1,2006,I
270213,1,2006,I
270214,1,2006,I
TRASH,1,2006,G
270411,1,2006,I
270412,1,2006,I
270413,1,2006,I
270414,1,2006,I
SEPTAN,1,2006,G
270901,1,2006,I
270902,1,2006,I
270903,1,2006,I
270904,1,2006,I
HHOPER,1,2006,G
HHPERS,1,2006,G
340211,1,2006,I
340212,1,2006,I
340906,1,2006,I
340910,1,2006,I
670310,1,2006,I
HHOTHX,1,2006,G
340310,1,2006,I
340410,1,2006,I
340420,1,2006,I
340520,1,2006,I
340530,1,2006,I
340914,1,2006,I
340915,1,2006,I
340903,1,2006,I
330511,1,2006,I
340510,1,2006,I
340620,1,2006,I
340630,1,2006,I
340901,1,2006,I
340907,1,2006,I
340908,1,2006,I
340913,1,2006,D
690113,1,2006,I
690114,1,2006,I
990900,1,2006,I
HKPGSU,1,2006,G
LAUNDR,1,2006,G
330110,1,2006,D
330210,1,2006,D
HKPGOT,1,2006,G
330310,1,2006,D
330510,1,2006,D
330610,1,2006,D
POSTAG,1,2006,G
330410,1,2006,D
340110,1,2006,D
340120,1,2006,D
HHFURN,1,2006,G
HHTXTI,1,2006,G
280110,1,2006,D
280120,1,2006,D
280130,1,2006,D
280210,1,2006,I
280220,1,2006,D
280230,1,2006,I
280900,1,2006,I
FURNIT,1,2006,G
290110,1,2006,I
290120,1,2006,I
290210,1,2006,I
290310,1,2006,I
290320,1,2006,I
290410,1,2006,I
290420,1,2006,I
290430,1,2006,I
290440,1,2006,I
FLOORC,1,2006,G
RNTCAR,1,2006,G
230134,1,2006,I
320163,1,2006,I
230133,1,2006,I
320111,1,2006,I
MAJAPP,1,2006,G
230117,1,2006,I
230118,1,2006,I
300111,1,2006,I
300112,1,2006,I
300211,1,2006,I
300212,1,2006,I
300221,1,2006,I
300222,1,2006,I
300311,1,2006,I
300312,1,2006,I
300321,1,2006,I
300322,1,2006,I
300331,1,2006,I
300332,1,2006,I
300411,1,2006,I
300412,1,2006,I
320511,1,2006,D
320512,1,2006,I
300900,1,2006,D
SMAPPH,1,2006,G
HOUSWA,1,2006,G
320310,1,2006,I
320320,1,2006,D
320330,1,2006,I
320340,1,2006,D
320350,1,2006,D
320360,1,2006,I
320370,1,2006,D
320380,1,2006,D
SMLLAP,1,2006,G
320521,1,2006,I
320522,1,2006,I
MISCHH,1,2006,G
320120,1,2006,I
320130,1,2006,D
320140,1,2006,D
320150,1,2006,D
320210,1,2006,D
320220,1,2006,I
320231,1,2006,D
320232,1,2006,D
320410,1,2006,I
320420,1,2006,D
320901,1,2006,I
320902,1,2006,I
320903,1,2006,I
320904,1,2006,D
340904,1,2006,I
430130,1,2006,I
690111,1,2006,I
690112,1,2006,I
690115,1,2006,I
690116,1,2006,I
690210,1,2006,I
690220,1,2006,I
690230,1,2006,I
320430,1,2006,D
690242,1,2006,I
690241,1,2006,I
690243,1,2006,I
690245,1,2006,I
690244,1,2006,I
320905,1,2006,D
APPARE,1,2006,G
MENBOY,1,2006,G
MENS,1,2006,G
360110,1,2006,I
360120,1,2006,I
360210,1,2006,D
360311,1,2006,D
360312,1,2006,D
360320,1,2006,I
360330,1,2006,D
360340,1,2006,I
360350,1,2006,D
360410,1,2006,D
360511,1,2006,D
360512,1,2006,D
360901,1,2006,I
360902,1,2006,I
BOYS,1,2006,G
370110,1,2006,I
370120,1,2006,I
370130,1,2006,D
370211,1,2006,D
370212,1,2006,D
370213,1,2006,D
370220,1,2006,D
370311,1,2006,I
370312,1,2006,I
370313,1,2006,I
370903,1,2006,I
370904,1,2006,I
370902,1,2006,I
WMNSGR,1,2006,G
WOMENS,1,2006,G
380110,1,2006,D
380210,1,2006,D
380311,1,2006,I
380312,1,2006,D
380313,1,2006,D
380320,1,2006,D
380331,1,2006,D
380332,1,2006,D
380340,1,2006,D
380410,1,2006,D
380420,1,2006,D
380430,1,2006,D
380510,1,2006,I
380901,1,2006,D
380902,1,2006,I
380903,1,2006,I
GIRLS,1,2006,G
390110,1,2006,I
390120,1,2006,D
390210,1,2006,D
390221,1,2006,I
390222,1,2006,I
390230,1,2006,D
390310,1,2006,I
390321,1,2006,D
390322,1,2006,D
390901,1,2006,I
390902,1,2006,I
INFANT,1,2006,G
410110,1,2006,I
410120,1,2006,I
410130,1,2006,D
410140,1,2006,I
410901,1,2006,D
FOOTWE,1,2006,G
400110,1,2006,D
400210,1,2006,D
400310,1,2006,D
400220,1,2006,D
OTHAPP,1,2006,G
420110,1,2006,D
420120,1,2006,D
430110,1,2006,I
430120,1,2006,I
440110,1,2006,I
440120,1,2006,I
440130,1,2006,I
440140,1,2006,I
440150,1,2006,I
440210,1,2006,I
440900,1,2006,I
TRANS,1,2006,G
VEHPUR,1,2006,G
NEWCAR,1,2006,G
450110,1,2006,I
450210,1,2006,I
USEDCA,1,2006,G
460110,1,2006,I
460901,1,2006,I
OTHVEH,1,2006,G
450220,1,2006,I
450900,1,2006,I
460902,1,2006,I
460903,1,2006,I
GASOIL,1,2006,G
470111,1,2006,I
470112,1,2006,I
470113,1,2006,I
470114,1,2006,D
470211,1,2006,I
470212,1,2006,I
VEHOTH,1,2006,G
VEHFIN,1,2006,G
510110,1,2006,I
510901,1,2006,I
510902,1,2006,I
850300,1,2006,I
CAREPA,1,2006,G
470220,1,2006,I
480110,1,2006,I
480213,1,2006,I
480214,1,2006,D
480212,1,2006,D
480215,1,2006,I
490000,1,2006,D
490110,1,2006,I
490211,1,2006,I
490212,1,2006,I
490221,1,2006,I
490231,1,2006,I
490232,1,2006,I
490311,1,2006,I
490312,1,2006,I
490313,1,2006,I
490314,1,2006,I
490316,1,2006,D
490318,1,2006,I
490319,1,2006,I
490411,1,2006,I
490412,1,2006,I
490413,1,2006,I
490900,1,2006,I
500110,1,2006,I
VEHRNT,1,2006,G
VEHREN,1,2006,G
RENTVE,1,2006,G
520511,1,2006,I
520512,1,2006,I
520521,1,2006,I
520522,1,2006,I
520902,1,2006,I
520905,1,2006,I
520903,1,2006,I
520906,1,2006,I
LEASVE,1,2006,G
450310,1,2006,I
450313,1,2006,I
450314,1,2006,I
450410,1,2006,I
450413,1,2006,I
450414,1,2006,I
520111,1,2006,I
520112,1,2006,I
520310,1,2006,I
520410,1,2006,I
PARKIN,1,2006,G
520531,1,2006,I
520532,1,2006,I
520541,1,2006,D
520542,1,2006,I
520550,1,2006,I
520560,1,2006,I
620113,1,2006,I
PUBTRA,1,2006,G
530110,1,2006,I
530210,1,2006,I
530311,1,2006,I
530312,1,2006,I
530411,1,2006,I
530412,1,2006,D
530510,1,2006,I
530901,1,2006,I
530902,1,2006,I
HEALTH,1,2006,G
HLTHIN,1,2006,G
COMHLT,1,2006,G
580111,1,2006,I
580113,1,2006,I
BCBS,1,2006,G
580112,1,2006,I
580114,1,2006,I
580312,1,2006,I
580904,1,2006,I
580906,1,2006,I
580311,1,2006,I
580901,1,2006,I
580907,1,2006,I
COMEDO,1,2006,G
580903,1,2006,I
580905,1,2006,I
580400,1,2006,I
MEDSER,1,2006,G
560110,1,2006,I
560210,1,2006,I
560310,1,2006,I
560400,1,2006,I
560330,1,2006,I
570111,1,2006,I
570110,1,2006,I
570210,1,2006,I
570240,1,2006,I
570220,1,2006,I
570902,1,2006,D
570230,1,2006,I
DRUGS,1,2006,G
550210,1,2006,D
550410,1,2006,D
540000,1,2006,I
MEDSUP,1,2006,G
550110,1,2006,I
550340,1,2006,I
550310,1,2006,D
550320,1,2006,I
550330,1,2006,I
570901,1,2006,I
570903,1,2006,I
ENTRTA,1,2006,G
FEESAD,1,2006,G
610900,1,2006,I
620111,1,2006,I
620121,1,2006,I
620122,1,2006,I
620211,1,2006,I
620212,1,2006,I
620221,1,2006,I
620222,1,2006,I
620310,1,2006,I
620903,1,2006,I
TVAUDI,1,2006,G
310140,1,2006,I
310311,1,2006,D
TELEVS,1,2006,G
310110,1,2006,I
310120,1,2006,I
310130,1,2006,I
310312,1,2006,D
270310,1,2006,I
AUDIO,1,2006,G
310341,1,2006,I
310342,1,2006,I
310313,1,2006,D
620930,1,2006,I
310210,1,2006,I
310331,1,2006,D
310332,1,2006,D
310220,1,2006,I
310230,1,2006,I
310240,1,2006,I
340610,1,2006,I
340902,1,2006,I
310314,1,2006,I
310320,1,2006,I
310334,1,2006,I
310340,1,2006,I
310350,1,2006,I
340905,1,2006,I
610130,1,2006,I
620904,1,2006,I
620912,1,2006,I
PETSPL,1,2006,G
PETS,1,2006,G
610310,1,2006,D
610320,1,2006,D
620410,1,2006,I
620420,1,2006,I
610110,1,2006,I
610140,1,2006,I
610120,1,2006,I
ENTERO,1,2006,G
UNMTRB,1,2006,G
600121,1,2006,I
600122,1,2006,I
PWRSPV,1,2006,G
600141,1,2006,I
600142,1,2006,I
600132,1,2006,I
RNTSPV,1,2006,G
520904,1,2006,I
520907,1,2006,I
620909,1,2006,I
620919,1,2006,I
620906,1,2006,I
620921,1,2006,I
620922,1,2006,I
600110,1,2006,I
520901,1,2006,I
RECEQU,1,2006,G
600210,1,2006,D
600310,1,2006,I
600410,1,2006,D
600420,1,2006,D
600430,1,2006,I
600901,1,2006,I
600902,1,2006,I
600903,1,2006,D
620908,1,2006,I
PHOTOE,1,2006,G
610210,1,2006,I
610220,1,2006,D
620330,1,2006,I
620905,1,2006,I
610230,1,2006,I
620320,1,2006,I
610901,1,2006,D
610902,1,2006,D
610903,1,2006,D
620913,1,2006,D
PERSCA,1,2006,G
PERSPR,1,2006,G
640110,1,2006,D
640120,1,2006,D
640130,1,2006,I
640210,1,2006,D
640220,1,2006,D
640310,1,2006,D
640410,1,2006,D
640420,1,2006,D
PERSSE,1,2006,G
650310,1,2006,I
650900,1,2006,D
READIN,1,2006,G
590310,1,2006,I
590410,1,2006,I
590111,1,2006,I
590112,1,2006,I
590211,1,2006,I
590212,1,2006,I
590900,1,2006,D
590220,1,2006,I
590230,1,2006,I
660310,1,2006,I
EDUCAT,1,2006,G
670110,1,2006,I
670210,1,2006,I
670901,1,2006,I
670902,1,2006,I
660110,1,2006,I
660210,1,2006,I
660900,1,2006,I
660901,1,2006,I
660902,1,2006,I
660000,1,2006,D
TOBACC,1,2006,G
630110,1,2006,I
630210,1,2006,I
630220,1,2006,D
630900,1,2006,D
MISC,1,2006,G
620925,1,2006,D
620926,1,2006,D
680110,1,2006,I
680140,1,2006,I
680210,1,2006,I
680220,1,2006,I
680901,1,2006,I
680902,1,2006,I
680903,1,2006,D
680904,1,2006,I
710110,4,2006,I
900002,1,2006,I
790600,1,2006,I
880210,1,2006,I
620112,1,2006,I
620115,1,2006,I
CASHCO,1,2006,G
800804,1,2006,I
800111,1,2006,I
800121,1,2006,I
800811,1,2006,I
800821,1,2006,I
800831,1,2006,I
800841,1,2006,I
800851,1,2006,I
800861,1,2006,I
INSPEN,1,2006,G
LIFEIN,1,2006,G
700110,1,2006,I
002120,1,2006,I
PENSIO,1,2006,G
800910,1,2006,I
800920,1,2006,I
800931,1,2006,I
800932,1,2006,I
800940,1,2006,I
TOTALE,1,2007,G
FOODTO,1,2007,G
FOODHO,1,2007,G
CERBAK,1,2007,G
CEREAL,1,2007,G
010110,1,2007,D
010120,1,2007,D
010210,1,2007,D
010310,1,2007,D
010320,1,2007,D
BAKERY,1,2007,G
BREAD,1,2007,G
020110,1,2007,D
020210,1,2007,D
CRAKCO,1,2007,G
020510,1,2007,D
020610,1,2007,D
020810,1,2007,D
OTHBAK,1,2007,G
020310,1,2007,D
020410,1,2007,D
020620,1,2007,D
020710,1,2007,D
020820,1,2007,D
ANIMAL,1,2007,G
BEEF,1,2007,G
030110,1,2007,D
ROAST,1,2007,G
030210,1,2007,D
030310,1,2007,D
030410,1,2007,D
STEAK,1,2007,G
030510,1,2007,D
030610,1,2007,D
030710,1,2007,D
030810,1,2007,D
PORK,1,2007,G
040110,1,2007,D
040210,1,2007,D
HAM,1,2007,G
040310,1,2007,D
040610,1,2007,D
040510,1,2007,D
040410,1,2007,D
OTHRME,1,2007,G
050110,1,2007,D
LNCHME,1,2007,G
050210,1,2007,D
050310,1,2007,D
LAMBOT,1,2007,G
050410,1,2007,D
050900,1,2007,D
POULTR,1,2007,G
CHICKE,1,2007,G
060110,1,2007,D
060210,1,2007,D
060310,1,2007,D
FISHSE,1,2007,G
070110,1,2007,D
070230,1,2007,D
070240,1,2007,D
080110,1,2007,D
DAIRY,1,2007,G
MILKCR,1,2007,G
090110,1,2007,D
090210,1,2007,D
OTHDAI,1,2007,G
100110,1,2007,D
100210,1,2007,D
100410,1,2007,D
100510,1,2007,D
FRUITV,1,2007,G
FRSHFR,1,2007,G
110110,1,2007,D
110210,1,2007,D
110310,1,2007,D
110510,1,2007,D
110410,1,2007,D
FRESHV,1,2007,G
120110,1,2007,D
120210,1,2007,D
120310,1,2007,D
120410,1,2007,D
PROCFR,1,2007,G
FRZNFR,1,2007,G
130110,1,2007,D
130121,1,2007,D
130122,1,2007,D
130310,1,2007,D
130320,1,2007,D
130211,1,2007,D
130212,1,2007,D
PROCVE,1,2007,G
140110,1,2007,D
CANDVE,1,2007,G
140210,1,2007,D
140220,1,2007,D
140230,1,2007,D
140320,1,2007,D
140330,1,2007,D
140340,1,2007,D
140310,1,2007,D
140410,1,2007,D
140420,1,2007,D
OTHRFO,1,2007,G
SWEETS,1,2007,G
150110,1,2007,D
150211,1,2007,D
150212,1,2007,D
150310,1,2007,D
FATSOI,1,2007,G
160110,1,2007,D
160211,1,2007,D
160212,1,2007,D
160310,1,2007,D
160320,1,2007,D
MISCFO,1,2007,G
FRZNPR,1,2007,G
180210,1,2007,D
180220,1,2007,D
180110,1,2007,D
SNACKS,1,2007,G
180310,1,2007,D
180320,1,2007,D
CONDMN,1,2007,G
180410,1,2007,D
180420,1,2007,D
180510,1,2007,D
180520,1,2007,D
OTHRPR,1,2007,G
180611,1,2007,D
180612,1,2007,D
180620,1,2007,D
180710,1,2007,D
180720,1,2007,D
NALCBE,1,2007,G
170110,1,2007,D
170210,1,2007,D
170520,1,2007,D
COFFEE,1,2007,G
170310,1,2007,D
170410,1,2007,D
170510,1,2007,D
170531,1,2007,D
170532,1,2007,D
200112,1,2007,D
190904,1,2007,I
FOODAW,1,2007,G
RESTCO,1,2007,G
LUNCH,1,2007,G
190111,1,2007,D
190112,1,2007,D
190113,1,2007,D
190114,1,2007,D
DINNER,1,2007,G
190211,1,2007,D
190212,1,2007,D
190213,1,2007,D
190214,1,2007,D
SNKNAB,1,2007,G
190311,1,2007,D
190312,1,2007,D
190313,1,2007,D
190314,1,2007,D
BRKFBR,1,2007,G
190321,1,2007,D
190322,1,2007,D
190323,1,2007,D
190324,1,2007,D
190901,1,2007,I
190902,1,2007,I
190903,1,2007,I
790430,1,2007,I
800700,1,2007,I
ALCBEV,1,2007,G
ALCHOM,1,2007,G
200111,1,2007,D
200210,1,2007,D
200310,1,2007,D
200410,1,2007,D
ALCAWA,1,2007,G
BEERNA,1,2007,G
200511,1,2007,D
200512,1,2007,D
200513,1,2007,D
200514,1,2007,D
200515,1,2007,D
200516,1,2007,D
WINE,1,2007,G
200521,1,2007,D
200522,1,2007,D
200523,1,2007,D
200524,1,2007,D
200525,1,2007,D
200526,1,2007,D
OTHALC,1,2007,G
200531,1,2007,D
200532,1,2007,D
200533,1,2007,D
200534,1,2007,D
200535,1,2007,D
200536,1,2007,D
200900,1,2007,I
HOUSIN,1,2007,G
SHELTE,1,2007,G
OWNDWE,1,2007,G
OWNMOR,1,2007,G
220311,1,2007,I
220313,1,2007,I
880110,1,2007,I
220321,1,2007,I
220211,1,2007,I
OWNEXP,1,2007,G
220121,1,2007,I
210901,1,2007,I
OWNREP,1,2007,G
230112,1,2007,I
230113,1,2007,I
230114,1,2007,I
230115,1,2007,I
230151,1,2007,I
230122,1,2007,I
230142,1,2007,I
OWNREP,1,2007,G
240112,1,2007,I
240122,1,2007,I
240312,1,2007,I
240322,1,2007,I
320622,1,2007,I
240213,1,2007,I
240212,1,2007,I
240222,1,2007,I
320632,1,2007,I
OWNMIS,1,2007,G
320612,1,2007,I
990930,1,2007,I
OWNMNA,1,2007,G
230901,1,2007,I
340911,1,2007,I
220901,1,2007,I
RNTDWE,1,2007,G
210110,1,2007,I
800710,1,2007,I
RNTEXP,1,2007,G
350110,1,2007,I
RNTREP,1,2007,G
230150,1,2007,I
230121,1,2007,I
230141,1,2007,I
RNTREP,1,2007,G
240111,1,2007,I
240121,1,2007,I
240211,1,2007,I
240221,1,2007,I
240311,1,2007,I
240321,1,2007,I
RNTMIS,1,2007,G
320611,1,2007,I
990920,1,2007,I
790690,1,2007,I
320621,1,2007,I
320631,1,2007,I
OTHLOD,1,2007,G
OWVHOM,1,2007,G
OWNVMO,1,2007,G
220312,1,2007,I
220314,1,2007,I
880310,1,2007,I
220322,1,2007,I
220212,1,2007,I
OWVEXP,1,2007,G
220122,1,2007,I
210902,1,2007,I
OWVREP,1,2007,G
230152,1,2007,I
230123,1,2007,I
OWVREP,1,2007,G
240113,1,2007,I
240123,1,2007,I
240214,1,2007,I
240223,1,2007,I
240313,1,2007,I
240323,1,2007,I
OWVMIS,1,2007,G
320613,1,2007,I
990940,1,2007,I
320623,1,2007,I
320633,1,2007,I
OWVMNA,1,2007,G
230902,1,2007,I
340912,1,2007,I
220902,1,2007,I
210310,1,2007,I
210210,1,2007,I
UTILS,1,2007,G
NATRLG,1,2007,G
260211,1,2007,I
260212,1,2007,I
260213,1,2007,I
260214,1,2007,I
ELECTR,1,2007,G
260111,1,2007,I
260112,1,2007,I
260113,1,2007,I
260114,1,2007,I
OTHRFU,1,2007,G
FUELOI,1,2007,G
250111,1,2007,I
250112,1,2007,I
250113,1,2007,I
250114,1,2007,I
CLWDOT,1,2007,G
250911,1,2007,I
250912,1,2007,I
250913,1,2007,I
250914,1,2007,I
COAL,1,2007,I
WOOD,1,2007,I
BOTTLG,1,2007,G
250211,1,2007,I
250212,1,2007,I
250213,1,2007,I
250214,1,2007,I
PHONE,1,2007,G
270101,1,2007,I
270102,1,2007,I
270103,1,2007,I
270104,1,2007,I
270105,1,2007,I
WATER,1,2007,G
SEWER,1,2007,G
270211,1,2007,I
270212,1,2007,I
270213,1,2007,I
270214,1,2007,I
TRASH,1,2007,G
270411,1,2007,I
270412,1,2007,I
270413,1,2007,I
270414,1,2007,I
SEPTAN,1,2007,G
270901,1,2007,I
270902,1,2007,I
270903,1,2007,I
270904,1,2007,I
HHOPER,1,2007,G
HHPERS,1,2007,G
340211,1,2007,I
340212,1,2007,I
340906,1,2007,I
340910,1,2007,I
670310,1,2007,I
HHOTHX,1,2007,G
340310,1,2007,I
340410,1,2007,I
340420,1,2007,I
340520,1,2007,I
340530,1,2007,I
340914,1,2007,I
340915,1,2007,I
340903,1,2007,I
330511,1,2007,I
340510,1,2007,I
340620,1,2007,I
340630,1,2007,I
340901,1,2007,I
340907,1,2007,I
340908,1,2007,I
340913,1,2007,D
690113,1,2007,I
690114,1,2007,I
690310,1,2007,I
990900,1,2007,I
HKPGSU,1,2007,G
LAUNDR,1,2007,G
330110,1,2007,D
330210,1,2007,D
HKPGOT,1,2007,G
330310,1,2007,D
330510,1,2007,D
330610,1,2007,D
POSTAG,1,2007,G
330410,1,2007,D
340110,1,2007,D
340120,1,2007,D
HHFURN,1,2007,G
HHTXTI,1,2007,G
280110,1,2007,D
280120,1,2007,D
280130,1,2007,D
280210,1,2007,I
280220,1,2007,I
280230,1,2007,I
280900,1,2007,I
FURNIT,1,2007,G
290110,1,2007,I
290120,1,2007,I
290210,1,2007,I
290310,1,2007,I
290320,1,2007,I
290410,1,2007,I
290420,1,2007,I
290430,1,2007,D
290440,1,2007,I
FLOORC,1,2007,G
RNTCAR,1,2007,G
230134,1,2007,I
320163,1,2007,I
230133,1,2007,I
320111,1,2007,I
MAJAPP,1,2007,G
230117,1,2007,I
230118,1,2007,I
300111,1,2007,I
300112,1,2007,I
300211,1,2007,I
300212,1,2007,I
300221,1,2007,I
300222,1,2007,I
300311,1,2007,I
300312,1,2007,I
300321,1,2007,I
300322,1,2007,I
300331,1,2007,I
300332,1,2007,I
300411,1,2007,I
300412,1,2007,I
320511,1,2007,I
320512,1,2007,I
300900,1,2007,D
SMAPPH,1,2007,G
HOUSWA,1,2007,G
320310,1,2007,I
320320,1,2007,D
320330,1,2007,I
320340,1,2007,D
320350,1,2007,D
320360,1,2007,I
320370,1,2007,D
320380,1,2007,D
SMLLAP,1,2007,G
320521,1,2007,I
320522,1,2007,D
MISCHH,1,2007,G
320120,1,2007,I
320130,1,2007,D
320140,1,2007,D
320150,1,2007,D
320210,1,2007,D
320220,1,2007,D
320231,1,2007,D
320233,1,2007,D
320232,1,2007,D
320410,1,2007,D
320420,1,2007,D
320901,1,2007,I
320902,1,2007,D
320903,1,2007,D
320904,1,2007,D
340904,1,2007,I
430130,1,2007,D
690111,1,2007,I
690112,1,2007,I
690115,1,2007,I
690116,1,2007,I
690210,1,2007,I
690230,1,2007,I
320430,1,2007,D
690242,1,2007,I
690241,1,2007,I
690243,1,2007,I
690245,1,2007,I
690244,1,2007,I
320905,1,2007,D
APPARE,1,2007,G
MENBOY,1,2007,G
MENS,1,2007,G
360110,1,2007,I
360120,1,2007,I
360210,1,2007,D
360311,1,2007,D
360312,1,2007,D
360320,1,2007,I
360330,1,2007,D
360340,1,2007,D
360350,1,2007,D
360410,1,2007,D
360511,1,2007,D
360512,1,2007,D
360513,1,2007,D
360901,1,2007,I
360902,1,2007,I
BOYS,1,2007,G
370110,1,2007,I
370120,1,2007,I
370130,1,2007,D
370211,1,2007,D
370212,1,2007,I
370213,1,2007,D
370220,1,2007,D
370311,1,2007,I
370312,1,2007,I
370313,1,2007,I
370314,1,2007,I
